,movie_title,review_title,review_rating,review_text,classic_1,inspiring_1,deep_1,revolutionary_1,nostalgic_1,negative_1,note_1,classic_2,inspiring_2,deep_2,revolutionary_2,nostalgic_2,negative_2,note_2
10,Alien," Holds up as a classic.
",10,"Alien remains one of the most original, terrifying movies of all time. Compare this with the lame sci fi horrors we get nowadays, 1979, and it still packs a huge punch.Fantastically atmospheric, chilling and terrifying even now, the story holds up incredibly well. The special effects were incredible for the time, no wonder the franchise is still in demand, though sadly nowhere near the quality of this one or its amazing successor.The music is fantastic, the direction is incredible, and as for the Alien itself, way ahead of its time. Weaver is phenomenal, but arguably she's upstaged by the creature.You can't help but remember scenes days after watching it, it definitely has the chill factor.A cinematic masterpiece. 10/10",1,0,0,1,1,0,,1,0,0,1,1,0,
11,All About Eve," A Magnificent Timeless Tale of Ambition, Manipulation and Betrayal - Certainly One of the Best Classics Ever
",10,"The ambitious Eve Harrington (Anne Baxter) gets close to the great and temperamental stage artist Margo Channing (Bette Davis) and her friends Karen Richards (Celeste Holm) and her husband, the play-writer Lloyd Richards (Hugh Marlowe); her boyfriend and director Bill Sampson (Gary Marrow); and the producer Max Fabian (Gregory Ratoff). Everybody, except the cynical critic Addison DeWitt (George Sanders), believe that Eve is only a naive, humble and simple obsessed fan of Margo and they try to help her. However, Eve is indeed a cynical and manipulative snake that uses the lives of Margo and her friends to reach her objectives in the theater business.""All About Eve"" is a magnificent timeless tale of ambition, manipulation and betrayal, and certainly one of the best classics ever. Everything perfectly works in this movie: the direction is very precise and tight; dialogs are very acid and intelligent; Bette Davis, Anne Baxter, George Sanders and Celeste Holm have awesome performances in very powerful characters; the dramatic story is amazingly good, showing what an evil person can plot to reach fame and success. I believe this movie will always be among my ten favorite movies ever. My vote is ten.Title (Brazil): ""A Malvada"" (""The Wicked"")",1,0,1,0,0,0,,1,0,1,0,0,0,
12,Amadeus," One of those movies that you'll never forget
",10,"I remember as a child, my sister told me to watch this film. That it was the best film she ever saw. I didn't watch it until I turned 10; finally I sat myself down and watched it. I fell in love with it.Based on the life of Wolfgang Amadeus Mozart, played a terrific and hilarious performance by Tom Hulce. This also has the life of Antonio Salieri, a great and well deserved Oscar winning performance by F. Murray Abraham. Despite the story not being accurate, come on! This is a great movie that was a gigantic Oscar waiting to happen. Congrats to Amaudeus for bringing the beauty of classical music into out living rooms.The story is that we start off with an older and more suicidal Salieri who blames himself for Mozart's death. When a priest comes to ask Salieri to plead forgiveness to the lord and wants to council him, Salieri describes who he was and how music inspired his life, he plays a few notes from his opera's that were masterpieces, the priest just looks at him not knowing the music. Salieri just looks at him with a smile and says ""Ah, how about...?"", he plays Mozart's most famous work and the priest gets excited saying ""Oh, how charming! I'm sorry, I didn't know you wrote that!"" smiling and knowing how it will please Salieri, Salieri just looks at him with a emotionless face ""I didn't. That was Mozart, Wolfgang Amadeus Mozart"" and you see the priest's embarrassment. Just great and a perfectly played out performance by Abraham and Frank.Tom Hulce gives Mozart this crazy and annoying yet nevertheless funny laugh that you can't help but laugh at it every time he does it. He brings such life to Mozart and an immaturity that I think some of us can relate too in being spoiled and always knowing you're the best at your talent. He marries Constanze played by Elizabeth Berridge and she does it remarkably well. Constanze is obviously the more mature one and is the only woman who can try to tame Mozart's crazy ways. When Salieri gets a little jealous that the emperor played by an under rated Jeffrey Jones, since he is the emperor's tutor, then the emperor demands more of Mozart and his music. Salieri vs. Mozart: on the next celebrity death match!""Amadeus"" is a fantastic movie that anyone could easily love and enjoy. It's definitely a must see for movie fans and anyone in general who is just looking for a good movie. This was the best picture of 1984 and it's well deserved, just trust me and the awesome reviews it's getting!10/10",1,1,1,0,0,0,,1,0,1,0,0,0,
13,American Beauty," Entertaining and Thought-Provoking.
",10,"Of the 250+ films I've seen and rated on IMDb, only one other (Schindler's List) is as good as American Beauty. A film like this not only entertains while you're in the theater but also drops subtle questions in your head about the nature of human behavior and the gulf between fantasy and reality. After watching this movie, viewers will think long and hard about their own lives as well as the lives of people around them. The movie spells out the social disillusionment phenomenon everyone experiences but can't really grasp.American Beauty reminds us that, like Lester, we really have no idea what we really want. We're not rational creatures as economists assume we are. Our instinct might lead us to perform one action, yet our brains might tell us to perform the complete opposite. We may lust after material belongings, yet how do we know we will still treasure those material belongings once we obtain them? Lester may lust after Angela, yet once he feels her in his hands and finds out the truth about her sexuality, an entirely different feeling comes over him.Ricky Fits, the drug-dealing boy next door, is able to look beyond conventional notions of attractiveness and find beauty in non-promiscuous, solemn girls as well as in plastic bags floating in the wind. When many criticize the movie, they say, ""Where's the beauty in a plastic bag?"" And that's the point. We live in a world of aesthetic subjectivism. What one person finds attractive, another may find repulsive, yet the urge is there for people to assume aesthetic absolutism. ""It's just a plastic bag! How can there be beauty in it?"" Well, a human being is just an aggregation of tissues, bones, and blood. How is that attractive? It depends on how you look at it. Reality is shaped by perspective.Some people criticize the Ricky Fits character because he records his life experiences on tape and doesn't actually experience them. But time moves inexorably in one direction. Time cannot be stopped. In a physical sense the past and the future don't exist. We are only conscious in the present. Everything we do, everything we achieve, every bit of happiness we experience -- they are all eventually buried in the past by time. Recording subjective beauty is a means by which one can attempt to salvage beauty from the past into the present because time eventually destroys all beauty. If you don't believe me, walk into a pre-school and then walk into a nursing home. Remember that all the old men and women in the nursing home were once little kids.Another profound element of American Beauty is in the tag line: look closer. An individual's behavior is not independent of his environment. Humans are conformists by nature, and humans will modify their behavior to assimilate into existing social categories. If any individual dares to stray from the category to which he has been assigned, he is shouted down and ostracized. No one can resist the urge to conform, so why bother? Everyone is nice in public, yet on the streets they blare their horns, scream, and swear. Some boys I know pretend to hate American Beauty because on the surface it seems like a ""chick flick."" They force themselves to watch gory horror movies and show off to others how they can stomach intense violence and excessive sex scenes. In American Beauty, Angela acts like a total slut, as many girls seem to be nowadays. In the end, however, she is not what she makes herself out to be. Colonel Fits tries to act like such a man, yet in the end it's all just a giant facade. Civilization is but one giant movie, and members of society must start acting their parts if they want to belong to this civilization. Otherwise, they're outsiders. Try walking into a job interview without a tie. You'll be thrown out. That is the power of convention.What if I asked you this question: What do you want in life? Most people would say, ""happiness."" But is happiness worth deluding yourself for? Carolyn Burnham shields herself from sadness by adopting a positive-thinking philosophy, a philosophy of self-affirming mantras and harsh self-discipline. Positive thinking may help you attain your goals, but positive thinking also blinds you from reality. Is it wise or moral to change the channel when you hear about mass starvation in Africa so you can enjoy moments of fleeting happiness from a cheap romance movie? Self-help is just a euphemism for self-deception. All humans need some complex fraud to distract them from the harsh and nihilistic realities of life, whether it's religion, money, or even love.In spite of American Beauty's greatness, there are problems. Characters are stereotypical, but viewers will hardly notice unless they're ultra-critical. Anyway, exaggeration is essential in satire so that certain points are made obvious to viewers. Furthermore, Alan Ball's original screenplay is slightly edited. The ending is more optimistic.Problems aside, Sam Mende's debut movie is one of the greatest I've seen. Not only is it entertaining but it is also filled with interesting ideas. It's an important film for society because there's so much society needs to learn. One boy I knew refused to watch American Beauty because, as he said, ""I'm not gonna watch a movie with a name like that!""Look closer.10/10",0,0,1,1,0,0,,0,0,1,1,0,0,
14,American History X," One of the most powerful movies I have ever seen.
",10,"I was expecting a kind of a moralistic movie with an overly present, almost preaching like message. The movie however turned out to be extremely powerful mainly due to the professionalism it was made with.The movie its story is told 'beautifuly' in black & white and color. The quite original directing from Tony Kaye gives the movie a nice visual style and certain atmosphere. The story itself isn't that complicated or extremely original on its own and perhaps at most points even predictable but the way the story is told is phenomenal. This is not a movie with an happy ending or a movie that provides a solution to the racial discrimination problems. It shows what is NOT the solution to the problems and that everything that is occurring is like a vicious circle. The movie does not give a hopeful message but instead shows the dangers and pain you're causing to yourself and your close environment when you're thinking as a white supremacist.As an anti Neo-Nazi movie this movie works really powerful. I think that its a really good and important thing that this movie is often shown in classrooms.Edward Norton is truly fantastic in his role. He is very well believable as a Neo-Nazi as well as the reformed person he later turns into in the movie. It's almost like he's playing 2 different characters and he does that so extremely well. Also really good was Edward Furlong who we all long had not seen in a big production. Furlong and Norton are both acting well together in their scene's are highly believable as two brothers.Also surprising good was the musical score by Anne Dudley who had already won an Oscar for ""The Full Monty"", the year before.This was a movie that surprisingly impressed me. As a movie its extremely powerful and important.10/10http://bobafett1138.blogspot.com/",0,1,1,0,0,0,,0,1,1,0,0,0,
15,Amores Perros," A smartly modern elegy.
",8,"There is a character in 'Amores perros' who looks like Karl Marx.  He is a tramp and an assassin, a good bourgeois who one day, Reggie Perrin-like, abandoned his family, and, un-Reggie Perrin-like, joined the Sandanistas in an effort to create a better world, earning 20 years in prison for his troubles.  Walking the streets with a creaky cart and a gaggle of mangy dogs, he was found by the policeman who jailed him, who gave him a dingy place to live, food, and the odd, non-official contract.El Chivo is the soul of the film, the missing link, both in appearance (a man called 'The Goat', who has rejected the civilities of society and lives a beast-like existence with his dogs, amongst the ruins of civilisation), and narrative function.  With intricate structure, 'Amores perros' tells three stories, one of underclass Mexican life, where survival depends on what New Labour calls 'illegal economies' (dog-fighting, bank-robbing etc.), where bright young women are stifled and degraded by thoughtless pregnancies and brutal marriages, where single mothers depend (and usually can't depend) on shiftless sons for subsistence; and this world's mirror opposite, the world of the media, of celebrity, of models and magazine editors, of daytime TV, perfume advertising campaigns and bright apartments.  Family life is central here too, although in this case it is torn apart by more pleasanntly bourgeois ailments like ennui and dissatisfaction.These two stories are mediated by the narrative of El Chivo, the man who left one of these worlds for the other, but who still negotiates the two, through his search for the daughter he left as a toddler, and in his 'job', wiping out businessman.  If Mexico is emerging as part of the super-confident globalism of high-capitalism, than El Chivo is the grizzly sore thumb, the ex-Sandinista, the Marx lookalike, the man who said no, the drop-out, the forgotten, the depleted spirit of the Left,  happily killing and torturing the servants of the new economic regime.There is something Biblical about his hirsute ascetism too, presuming to judge the 'Cain and Abel' half-brothers, one an adulterer, the other with a contract out on his sibling, another example of family gone badly wrong. This, the bleak funeral and grave scenes, and Octavia's functional crossing himself every time he passes an icon on the landing, are the sole residual elements of religion in a society once ostentatiously religious.Except for the director.  Like Paul Thomas Anderson in 'Magnolia', although to a less self-conscious degree, Gonzales Inarritu is the God of his film, intricately creating the structure that links his characters and their different environments.  These are negative connections, however, which work against the idea of coherent meaning in life - contact usually results in destruction (physical, material, spiritual), or diminishing.He is also an Old Testament god, punishing those who would get too confident with their future plans or their seemingly inviolable present success - the gains of capitalism are prey to the violent whims of chance: Gonzalez Inarritu doesn't need frogs to shake a rigid society or mindset.Moral change is linked to physical change - being beaten up, losing a leg, cutting hair.  The punning title, with its reference to the dog-eat/fight-dog nature of modern life, and its general unsatisfactoriness, also gives the film its Biblical feel, the idea of Mexico as an asphalt desert, or a rubbish heap, with all these scrawny mutts scavenging the remains.'Amores perros' shares  the sickly, bleached near-monochrome look of many recent crime films, like 'Chopper' or 'Bleeder'.  But where the heightened mise-en-scene in those works were expressionistic projections of their protagonists' psychosis, here it's part of a controlling world-view, the universal consciousness that creates, connects and destroys.
The three stories, though connected narratively and symbolically, are mutually distinct - the first is an exhilirating mix of violent gangster film and frustrated romance; the second is like a short story (the screenwriter is a novelist), a figurative plot where movement is through image, symbol and idea, rather than film narrative; the third is a kind of spiritual journey, with an appropriately Biblical (or Wim Wenders-like) openness.'Amores perros' is not quite as amazing as its admirers claim - it says more about contemporary cinema that a film only has to hold your interest for it to be a masterpiece - but it is consistently enthralling, and, despite all the stylistic tics and brutal violence, bracingly humanist.",0,0,11,1,0,0,,0,0,1,1,0,0,
16,Amélie," This is rated so highly cause it deserves it
",10,"A slice of heaven right here on earth, ""Amelie"" is a joy to behold, and has some of the most gorgeous cinematography I've ever seen in a movie. 
Audrey Tatou is perfection as the title character.  A combination of Audrey Hepburn, Dolly Levi and Roger Rabbit, she involves herself in the world surrounding her as a means of really enjoying living. There are moments when she finds complete and total joy just walking down the street. 
Some of it is hilarious, too..like when her pet goldfish habitually tries to commit suicide, or when she is on the telephone with the man at the porno shop, or when a character is asked ""Are you a congenital shmuck""?But for the most part, its a human comedy, about love, of course.
Just beautiful.  10/10.",1,0,0,0,0,0,,0,0,0,0,0,0,"beautiful, good cast"
17,Apocalypse Now," Redux: still brilliant - but now with new strengths and weaknesses
",,"In an updating of `Hearts of Darkness' a soldier is given a mission to travel up a river During the Vietnam war in order to terminate the command of Colonel Kurtz. Kurtz is operating without orders and is leading a group of natives in brutal violent strikes against the enemy. Despite his history of brilliance and decoration he has clearly gone mad. Willard joins a military boat and travels up river to his destiny. However the further he travels the more madness appears to have become the norm.That Redux was going to be anything less than brilliant was never in doubt: it was never going to be so different from the original that it would destroy or significantly damage the reputation or impact that the film has. What was in question to my mind was whether or not Coppola should have just left well enough alone.  I have seen the documentary about the making of the original film, wherein Coppola derides many of his scenes and decides to cut them out of his movie even as he finishes shooting them - the plantation scene being one of the key ones that he felt just didn't work.  It was for this reason that I was interested to see what the additions and rejigging of scenes had done to the film.The strengths of Redux is that Apocalypse Now was never about the straight story, it was more about the journey Willard undertakes rather than a build up to a traditional conclusion - while the ending is big, it is no more or less important that anything that has gone before it.  So for that reason it is a good thing that, simply put, there is now more of the journey to be enjoyed!  `49 minutes of new material' my dvd cover screams at me; combine this with the movement of scenes and certainly it does have the feel of a different (albeit familiar) film rather than just a bit of spit and polish with some new CGI effects (yes ET, I'm looking at you).  However this increased material also brings with it the problems that not all the material compliments the film in terms of total quality.None of the added scenes or sequential movements are bad or even average, they are all interesting, but some just don't seem to really fit.  The plantation scene has some great dialogue (that strikes a real chord so recently post-Iraq) and it makes it's points but it just didn't seem to fit. I can see what Coppola was trying to do and, if you watch Hearts Of Darkness, you can see that it frustrates him that it doesn't work, but he got it right first time, it doesn't fit despite it's standalone merits. Likewise the playboy bunny scene intrigued me as I tried to get more from the bunny's semi-speech about being made to do things and the theme of objectification, but again it didn't totally work and seemed out of place.Despite these two major scenes not totally fitting, they are still interesting and, if you came for the journey, then that is what matters and they present themselves as a flawed part of that journey - but a part of that journey nonetheless.  Some of the smaller additions actually contribute a lot more to the film.  Little moments in the boat show Willard to be more relaxed as a man than the original did - and this greatly benefits my understanding and appreciation of his character.  How he interacts with the rest of the crew is also improved.  Other minor additions to existing scenes serve to enhance them, but improvement in some areas is difficult when it comes to this film.I won't go into details on cast, performances and the themes of the film as I have already done that in my other review.  Suffice to say that, if you loved Apocalypse Now then Redux will likely both enhance your enjoyment and slightly irritate you at the same time.  The film easily stands up to the longer running time - as another user said, I could easily give the five hour version a stab (well, maybe once!) as the journey is the all.  The additions may not be without flaw, but then that's why they were higher on the editing hierarchy than the rest of the stuff!  However they add interest and minutes to the journey - both of which are good things.Overall, it is very difficult to take `one of the best films ever madeT ' and make it better - and Coppola hasn't done that here, but he hasn't damaged it either.  It isn't a brand new film and it doesn't mess around with the original so much that it could be called a different film - so I won't compare the two as to which is `better'.  Suffice to say that, while I don't totally agree that you `can't have too much of a good thing', certainly an extra 49 minutes is gratefully received where it doesn't damage or cheapen but only seeks to enhance and support.",1,0,1,0,0,0,,1,0,1,0,0,0,
18,Avengers: Endgame," Not as good as infinity war..
",7,"But its a pretty good film. A bit of a mess in some parts, lacking the cohesive and effortless feel infinity war somehow managed to accomplish. Some silly plot holes and characters that could've been cut (Ahem, captain marvel and thanos). The use of Captain marvel in this film was just ridiculous. Shes there at the start, bails for some reason? And then pops up at the end to serve no purpose but deux ex machina a space ship...The past thanos part wasn't necessary when you think about it, they could've done this film without a real 'villain' And it would've worked and been a original take on a super hero film without using the same formula we have seen in 10+ super hero films already. The entire final battle felt like a rehashed messy battle, with a bunch more characters against thanos - basically mixing the space battle from infinity war; iron man, spider man etc and the final battle of infinity war with captain america, thor etc.. mashing those two into one within this new film. The scenes of trying to pull the gauntlet off his hand.. it all felt like a rehash.To me the best part of the film was the first act and half of the second, when everyone is lost and trying to figure out how to continue on. really interesting themes that followed the pay off from infinity wars ending. And then the time heist part. Tho the heist part should've been much more stretched out. With only small parts of thanos within that, and not having him be the big bad again. But just a side character that gets in the way a little bit.And the setting up for 'new avengers' to replace the beloved actors and characters we have come to associate with these films.. they do not get me at all excited for the next phase in marvel films. Falcon, Valkyrie, blackpanther, cap marvel? I just dont care about them at all. And their actors lack any charisma or depth.To me this feels like a closing of marvel films that I'll really enjoy for my pop corn fix. I've given infinity war a 10/10 and some of the stand alone films 8's and 9's. But I have a sinking feeling this will not be happening in the future except the guardians of the galaxy films.It seems i maybe in the minority for my feelings towards this film, but im not sugar coating my opinion like it seems a few people are doing due to nostalgia. Its good, but not great. Had the opportunity to be better, maybe? And the setting up of new characters to come possible reflects on my score to... Because i just don't give two cents about any of them",0,0,-,0,0,1,,0,0,0,0,0,1,
19,Avengers: Infinity War," Best movie of the MCU, incredible from start to finish.
",10,"Infinity War is remembered mostly for how it ends, with good reason. But for me, the entire movie is incredible. Action, humor, cinematography, heartbreak, etc. It was a culmination of 10 years of character development. The benefit of that hard work? The movie can start with incredible action and never let up. Most wouldn't agree because of the ending, but I feel it's the best movie of the MCU (so far). Endgame was awesome, infinity war was better. I think the best part of it was the fact that we had so many cool character meet ups that as fans we never thought we'd see. Thor with the guardians? Wow. Star Lord and Iron Man? Rocket and the winter soldier? We could go on and on. They also mastered the art of humor to help offset some deep deep hurt throughout the story. Thor and Star Lords interactions are pure gold. Thor calling Rocket ""rabbit"" pure gold. Dr Strange and Tony going toe to toe is worth the price of admission as well. I'm going to stop now or I could type forever.My only goal of writing this review is to help sway some others. Try to appreciate this movie for more than the gut wrenching ending. It's nonstop awesome from beginning to end. Enjoy!",0,0,0,0,1,0,,0,0,0,0,0,0,"awesome, favorite characters"
20,Back to the Future," So good in so many ways
",10,"I love Back to the Future. While having a typical 80s feel to it, which I like, I love how fun, irresistible and original the film is. The special effects are dazzling and the comedy is suitably sly and sophisticated. Helping along the way is a script that is pretty ingenious, the sort of script that has quotable lines and also pokes fun at 1950s icons and lifestyles during the frequent bouts of time travelling. The score by Alan Silvestri elevates the sense of fun to a greater level, the main theme is one of the most memorable themes ever in the history of film, or so I think anyway. Robert Zemekis's direction is very good, and the cinematography, scenery and costumes are also excellent. And I have to mention the acting, Michael J Fox is really appealing in the role of Marty McFly, the role that propelled him to stardom, and Christopher Lloyd is brilliant in one of his most memorable roles(and yes this includes Judge Doom from Who Framed Roger Rabbit? and Professor Plum from Clue). Lea Thompson and Crispin Glover are also great. Overall, brilliant film that is good in so many ways. 10/10 Bethany Cox",1,0,0,1,1,0,,1,0,0,1,1,0,
21,Barry Lyndon," Great Paintings Come To Life
",10,"Some movies - I wish there were more of them - simply look like a series of great paintings. This film has that look. You could freeze-frame many of the scenes and swear you were looking at a Gainsborough, a Vermeer, a Hogarth or similar work of art by one the great artists of three to five centuries ago. It's just beautiful.For that, we have Director Stanley Kubrick and Photographer John Alcott to thank. Being a three-hour movie, there are plenty of wonderful shots to admire, too. In addition, the costumes are lavish and authentic and the scoring is notable. It's no accident that Oscars were garnered for art/set direction, cinematography, costume design and scoring. Yeah, if you enjoy classical music, you'll really enjoy the soundtrack, too, under the guidance of conductor Leonard Roseman.Not to be overlooked is the fine acting and the interesting and underrated story. I say ""underrated"" because this film, from what I've read, bored a lot of people and and it was a box-office flop. That's too bad because, frankly, I found the story (outside of the first 10--15 minutes) to be fascinating. As I watched, I kept wondering what strange occurrences will happen next to the lead character, ""Redmond Barry/Barry Lyndon,"" played beautifully by Ryan O'Neal. (For most of the movie, he's called ""Redmond Barry,"" so I will refer to him as that.) Overall, this was a low-key adventure story about the rise-and-fall of a ""scoundrel"" back in late 18th century Englishman. ""Mr. Barry"" is an Irishmen living in England who winds up dealing with a number of people: Irish, English, Prussian, French. His dealings with these people are bizarre at times. While he mainly is shown doing what he can to promote himself, for either monetary gain and prestige of a name and power, he's not all bad. There is a compassionate side to him, but it only shows itself in small doses. It makes him all the more interesting to watch, because you don't always know how he's going to react to his circumstances, which change radically every few years.We witness his rise to prominence and then his fall when his ""sins begin to find him out,"" as the Bible would describe. It's quite a roller coaster ride.This is an emotional, involving story, and a feast for the eyes and ears. It's quite different, too, certainly not the average fare from Kubrick. I can only hope this comes out on a high-definition disc some day. Admirers of this film need to see this in all its glory.",0,1,1,1,0,0,,0,1,1,1,0,0,
22,Batman Begins," Why do we fall? So we can learn to pick ourselves up. And such is the case for the Batman franchise
",10,"It sickened me in the past to see the Batman movie franchise slowly digging it's way to an early grave. After the quality Tim Burton films, the series pretty much went down the toilet, beginning a horrifically campy age of 'Bat credit-cards' and an armored Arnold Schwarzenegger tossing cringe-worthy puns at a Batman who seemed to be trying not to be embarrassed by the fact that his costume had nipples. So what could Warner Brothers producers hope to do to resurrect the franchise? Pretend it never happened, and start the whole series over again with a talented director, compelling story and capable cast. Enter Christopher Nolan, the mastermind behind 2000's 'Momento', widely praised as one of the most innovative films of the decade. As director/co- screenwriter, Nolan creates a richly dark, atmospheric world for Batman to inhabit, similar to that of the Burton films, but less cartoony. The film's screenplay, written by Nolan and David S. Goyer is quality stuff, it's true that some of the dialog exchanges can seem kind of contrived, particularly between Wayne and Liam Neeson's character, Ducard, but it sounds so classy you tend not to care. Nolan also puts a lot of trust in his audiences to stay put while the first hour of the film comprehensively explores Bruce Wayne's backstory, with no cape donning and few fight sequences. Nevertheless, the pace never slows, and the story is so unexpected and fascinating (who would have expected a Batman film to begin in a prison in Tibet? only Nolan could pull it off!) there's little chance of us losing interest. And this way, we really get a sense of who Bruce Wayne is, a trait none of the past movies were able to capture, including the Burton films. We see what drives him, what leads him to become this iconic crime fighter, and the reasoning behind the mask.Of course, to help the audience get under Bruce Wayne's skin, it doesn't hurt to have such a talented lead as Christian Bale. Bale has been emerging as one of the most talented actors of his generation, and he brings that talent to a peak here, playing the darkest of all superheroes. If you were to break down the role of Batman/Bruce Wayne, you would find that it is essentially three characters: Wayne as Batman, behind the mask; Wayne's public facade as the billionaire playboy; and the real, brooding Bruce Wayne. Bale plays all three of the characters to absolute perfection, and molds them together well enough to make it clear to show they are still the same person. He has been given tons of accolades for his performance already, and needless to say, he deserves every one.And the sheer quality of the supporting cast is mind-boggling, if for the number of big names only. It's very hard to find a weak spot in the incredibly strong array of performances here, but if one had to be found, it would have to be Katie Holmes. It's not that she gives a bad performance, on the contrary, but just she seems too young to be convincing as a district attorney. For me, Michael Gough will always be the definitive Alfred, but Michael Caine does an excellent job of taking over the role, giving a very strong (and often funny) performance. Liam Neeson is sheer class as Ducard, Wayne's mysterious mentor, as is Morgan Freeman as Lucius Fox, Wayne's arms manufacturer and provider of the Batman gear. It's wonderful to see the incredibly talented and much underrated Gary Oldman as Sgt. Gordon, the only decent cop in Gotham, and he truly makes the role his own. Even cult favorite Rutger Hauer makes an appearance as Richard Earle, the ambitious head of Wayne Enterprises. And (surprise surprise!) the villains are also actually menacing for once, as opposed to cartoony and corny. Cillian Murphy just about walks away with the show as the truly chilling Scarecrow (the sequences involving his 'fear gas' are surprisingly frightening) Ken Watanabe is mysterious and creepy as guild leader Ra's Al Ghul and Tom Wilkinson is very convincing as Carmine Falcone, head of the Gotham city mob. Nolan's knack for realism also comes as a breath of fresh air in this age of CGI bloated blockbusters - there are next to no computer generated shots in the movie, even a sequence with Batman standing on top of a high building staring down at the city was filmed with a stuntman. And it really works, the Batmobile actually interacts with it's environment, and looks so much better real than computer generated. But don't think that the film will come across as too serious and stuffy because of Nolan's realism - true, Gotham seems too dark and dirty to come across as a fantasy world, but Batman Begins retains that unmistakable sense of fun that seems to only be present in comic book movies. We jeer and fear the villains, and cheer the hero as he lays his life on the line to vanquish evil and save the city. And that is how it should be. There's even a surprising twist near the end, which is doubly surprising because it actually comes as a shock. What's not to love here?(and, further cudos to director Nolan for finally managing to make a swarm of bats actually frightening for once)Overall, I'd have to label Batman Begins 'The must see movie of the summer' - it's a well written, authoritatively directed, impeccably acted (especially by Bale's powerhouse lead performance and Cillian Murphy's sickly menacing Scarecrow) and very high quality production. Indeed, most other summer blockbusters could learn a thing or two from Batman Begins. If the Batman franchise died under it's own gaudiness years ago, let us rejoice this glorious rebirth - Batman truly does begin here.-10/10",0,1,1,0,0,0,,0,1,1,0,0,0,
23,Before Sunrise," A Perfect Chemistry, In One of the Most Beautiful Romances I Have Ever Seen
",10,"While traveling by train through Europe, the American Jesse (Ethan Hawke) and the French Celine (Julie Delpy) meet each other and decide to spend the night together in Austria. On the next morning, Jesse returns to United States of America, and Celine to Paris. ""Before Sunrise"" is one of my favorite romances, indeed one of the most beautiful love stories I have ever seen. It is a low budget movie with a very simple and real storyline, but the chemistry between Ethan Hawke and Julie Delpy is perfect, and the dialogs are stunning. The direction is amazing, transmitting the feelings of Celine and Jesse to the viewer. I have just completed my review number 1,000 in IMDb, and I choose ""Before Sunrise"" for this significant number because it is a very special film for me. I cannot understand why this movie was not nominated to the Oscar, with such a magnificent screenplay, direction and performances. Yesterday I have probably watched this movie for the third or fourth time, and I still love it. My vote is ten.Title (Brazil): ""Antes do Amanhecer"" (""Before Sunrise"")",0,0,0,0,0,0,"screenplay, perfomance, dialogues",0,0,0,0,0,0,"Magnificent screenplay, stunning actors"
24,Before Sunset," The only problem...
",10,"...is that it ends. This is a fantastic film. It joins the handful of movies where I think I liked the sequel even more than the original, although I liked 'Before Sunrise' as well. Where Sunrise captured the immediacy and urgency of perfect youthful love, Sunset reflects beautifully on the aftermath of that perfection. I remember a line that says ""nothing that is complete breathes"", and I think that is what we see in this film. A perfect connection with another human is a blessing and a curse; having experienced perfection a part of us stops breathing, unable or unwilling to mar the perfection of that memory.The dialogue is amazing, the acting is spot-on; this is a great film. In some ways it felt more like reading a great novel than watching a movie, in that I really felt like I knew the characters and was sad the movie had to end. Kind of like saying goodbye to an old friend. If you are an action movie kind of person, skip this flick because it will bore you to tears. If, on the other hand, you like good dialogue, well formed characters, and aren't quite jaded enough to have given up completely on the idea of true love, don't miss this film.",0,0,1,0,1,0,,0,0,1,0,1,0,
25,Ben-Hur," Epic
",10,"When I first saw 'Ben Hur' I was 8 years old and hadn't seen many films, since we were hardly ever allowed to watch television. Imagine what an impact this film had on me (my movie diet had so far consisted of Chaplin and Disney films - which, of course, is not at all a bad thing).The experience was simply mesmerizing. Awe and wonder filled me as I watched this story of shocking betrayal, revenge and forgiveness unfold on screen - and by the time the heart-stopping chariot race was over, my fate as a future movie addict was sealed. Despite its 212 minutes running time, this is storytelling at its finest that knows how to entertain; as we follow Judah Ben-Hur's dramatic journey from Jerusalem to Rome and back again, the film just never lets up and immerses you completely.It's hard to imagine anything more cinematic, especially at the time: if ever there was an epic that was meant to be seen on the big screen in all its bombastic glory, it's Ben Hur. And even now, after I've seen the film many, many times, I feel like this story has a certain sense of greatness to it that is touching (and I don't mean that in a religious sense).My verdict: this film was and is nothing like the many ""sandal and sword"" or bible films of that era; it is (at least to me) the ultimate film epic. With its touching story and fantastic action sequences - which I think hold up amazingly well - Ben Hur is among the milestones of its era and part of film history.Pure cinema and a must see. 10 stars out of 10.Favorite TV-Shows reviewed: imdb.com/list/ls075552387/Favorite films: IMDb.com/list/mkjOKvqlSBs/Lesser-Known Masterpieces: imdb.com/list/ls070242495/Favorite Low-Budget and B-Movies: imdb.com/list/ls054808375/",1,1,0,0,1,0,,1,1,0,0,1,0,
