,movie_title,review_title,review_rating,review_text,classic_1,inspiring_1,deep_1,revolutionary_1,nostalgic_1,negative_1,note_1,classic_2,inspiring_2,deep_2,revolutionary_2,nostalgic_2,negative_2,note_2
47,Dial M for Murder," M for masterful
",7,"A treat for the eyes and exercise for the brain, ""Dial M For Murder"" is Hitchcock's second ""drawing-room perfect murder"" movie, after ""Rope"", the latter a darker and more sinister affair altogether. Hitchcock himself in interviews played down the quality of this movie, amongst other other things indicating that it was treated almost as a warm-up for the more ambitious ""Rear Window"" which immediately followed it in his career.However. it actually has a lot going for it, being beautifully shot in luminous colour, extremely well acted in almost every role and peppered throughout with those eye-catching and brain-satisfying flourishes which so distinguished the director from the rest.Yes, it is very set-bound, betraying its stage origins and likewise very talky, especially on exposition, but it keeps the viewer alert throughout and delivers a neatly satisfying conclusion. I do wish Hitchcock could have done better with his back-projection unit (an old-fashioned, jarring trait he still hadn't grown out of by ""Marnie"" some 10 years later) and I occasionally found the constant too frivolous background music an intrusion, but it's well paced throughout, helped considerably by an on-form cast.Ray Milland is excellent in a kind of darker Cary Grant type persona, Grace Kelly (who'd want to murder her?) goes convincingly from loveliness to wretchedness while it's pleasing to see Robert Cumming to the fore, recalled by Hitch for the first time in over a decade (since ""Saboteur"" in 1942). The actors playing the would be murderer and nosey police inspector are just fine too.About those flourishes..., perhaps the most famous being the changing spotlight on Grace Kelly's doomed face as her trial is condensed into just a few terse minutes and of course the murder scene itself, even if one can't imagine her extended stabbing gesture being strong enough to cut through Swann's jacket far less kill him stone dead, but I also enjoyed the raised tracking shot looking down on Milland as he explains his plot to Swann and particularly the parting shadows of lovers Cumming and Kelly at Milland's unexpected approach.Yes, it's old fashioned Hollywood movie-making, but it's old-fashioned Hollywood movie-making at its best and in my opinion an unjustly overlooked effort from the Master.",,,,,,,,,,,,,,
48,Die Hard," Not only the best of the Die Hard franchise but one of the best movies of the action genre
",10,"Even if the non-action parts are a tad slow in comparison, that is more than compensated by so many things that makes Die Hard so brilliant.For one thing the action is explosive and consistently exciting, and the cinematography is astounding being very inventive and colourful. John McTiernon(The Hunt for Red October, Last Action Hero) directs briskly and efficiently, and the pacing a vast majority of the time is exhilarating.Then there is a terrific score by Michael Kamen, some intelligent and witty scripting and a plot that doesn't feel forced or convoluted. Not to mention some excellent acting. As good as Bruce Willis is, yes his character is somewhat two-dimensional, but he is also resourceful and world-weary and Willis handles this really well, it is Alan Rickman who steals the acting honours as Hans Gruber. Gruber is cold, calculating, suave and menacing, in my opinion only Rickman could do justice to such a character. Overall, a superb movie, not only the best of the Die Hard franchise but one of the best of the action genre. 10/10 Bethany Cox",,,,,,,,,,,,,,
49,Django Unchained," A Bountiful Tale...
",8,"Django's luck, has taken quite a turn, the chains around his legs, have suddenly been spurned, Dr Schultz did him a favour, uncoupled him from viscous slavers, now they're off to see what bounties can be earned. The rewards are more enticing than plain cash, as they hunt down evil villains and watch them crash, their revolvers take them out, seldom having time to shout, it's akin to picking up, discarded trash. Now Django's keen to find his wife who's kept, by Calvin Candie who is cunningly adept, at keeping people tethered, disobey and they get leathered, but the duo plan to make an intercept.Great performances, great dialogue and a bountiful tale set during the less celebratory times of a countries history.",,,,,,,,,,,,,,
50,Double Indemnity," One of the best films noir ever, Double Indemnity communicates with amazing effectiveness the depths of depravity, greed, lust, and betrayal of the seemingly innocent and beautiful.
",10,"This is one of the best films of all time, not necessarily because of its story but because of the acting, direction, cinematography, lighting, and just the way that the story itself was told. At the time the film was released, the idea of revealing who the killer was in the opening scene was virtually unheard of, but it ended up being very effective because it allowed the audience to concentrate more on other elements of the film, which was the goal of Billy Wilder, the director. Instead of trying to figure out who the perpetrator was, there is more emphasis on how the crime was pulled off, what mistakes were made during the murder, who betrayed who, how close Barton Keyes (the insurance investigator) was getting to solving the case, and, probably most importantly, what kind of person Walter Neff is and whether or not sympathy should be felt toward him.
Barbara Stanwyck, in one of the most remembered performances of her extensive career, represents (with nearly flawless ease) the cold and ruthless manipulator who has no difficulty in ruining other people's lives in various ways (including death, if necessary) in order to get what she wants. Known in the film community as the `femme fatale,' this is someone who uses her sexual prowess, seductiveness, and emotional detachment to drag an unsuspecting person (generally an interested man) into a scheme from which she is expected to benefit heavily and he is most likely headed for destruction. In these types of films, the man often either finds his life in ruins or ends up dead, as is often (but not always) also the case with the fate of the femme fatale. Barbara Stanwyck (as Phyllis Dietrichson, the murderous femme fatale in Double Indemnity) and Fred MacMurray (as Walter Neff, her victim'), have amazing chemistry on screen. Their attraction is incredibly well portrayed, and the development of their relationship with each other is so convincing that what happens between them almost seems normal. Besides that, their mutually calculated interaction, although it seems at first like it has been rehearsed endlessly and ultimately brought unconvincingly to the screen, is exactly as it was meant to be, because it represents each character's intentions, even very subtly foreshadowing their future betrayals against each other. Phyllis has gone through every word she ever says to Walter in her head. She has practiced what she wants to say when she brings up the idea of life insurance to Walter in the beginning and she knows what she wants to say whenever they interact with each other because she has been planning for quite some time the prospect of murdering her husband in order to collect his fortune. Walter, conversely, methodically makes amorous advances as though this is something that he does regularly, and then ultimately he also plans out his conversations with Phyllis because he begins to suspect her and is sure to tell her only what he wants her to hear. This seemingly stiff dialogue brilliantly represents Phyllis and Walter's precise (and sinister) intentions, and it's quick pace creates a feeling of urgency and restlessness.Probably the most fascinating and entertaining actor in the film, Edward G. Robinson, plays Barton Keyes, Walter's friend and employer at the insurance company where he works. Keyes is a very suspicious man who closely investigates the insurance claims which come into the company, having a striking history of accurately isolating fraudulent claims and throwing them out. His handling of Phyllis's (and Walter's, technically) claim and the way that he gets closer and closer to the truth create a great atmosphere of tension and drama. Double Indemnity is nearly flawless. From the shocking and unexpected beginning to the already known but still surprising end, the audience is held rapt by the excellent performances, the brilliant and imaginative direction, and the flawlessly created atmosphere. This is excellent, excellent filmmaking, and is a classic film that should not be missed.",,,,,,,,,,,,,,
51,Downfall," The Most Impressive, Depressive and Realistic Dramatic Movie about the World War II
",10,"""Der Untergang"" is certainly the most impressive, depressive and realistic dramatic movie about the World War II ever made. I have never seen a film picturing the insanity of Hitler in his very last days in a bunker in Berlin with his high command, and how the German people were hypnotized by him like in this film. Last year, I saw the deceptive, boring, pretentious and overrated ""Molokh"", showing a caricature of Hitler and Eva Braun in Bavaria. But ""Der Untergang"" is awesome and comparable to ""Apocalypse Now!"", my favorite movie of war.Two years ago, I saw the powerful ""Das Experiment"" and I was impressed with the work of Oliver Hirschbiegel. With ""Der Untergang"", this director is certainly included in my list of favorite directors. It is difficult to highlight one actor or actress in this constellation of stars, but I was impressed with the performance of Bruno Ganz and his ""human"" Hitler, totally different from the stereotypes usual in other movies. The cinematography and the battles are stunning, and the scenario of Berlin completely destroyed recalled the neo-realistic movie of Roberto Rossellini ""Germania Anno Zero"".For those who know Germany and German people, it is amazing to see how this wonderful country survived to the chaos, destruction and lack of command, arrived from the ashes like Phoenix and sixty years later is again one of the greatest nations. For those who might have believed in Hitler and his Nazi Party, it is impressive to see how people is forgotten and treated without compassion by their leader in his last hours. And for those who love war, I really recommend to watch this magnificent anti-war movie, and see the behavior of the leaders and population when a war is lost. My vote is ten.Title (Brazil): ""A Queda! As Últimas Horas de Hitler"" (""The Fall! The Last Hours of Hitler"")",,,,,,,,,,,,,,
52,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb," ""Gentlemen, you can't fight in here! This is the War Room.""
",10,"DR. STRANGELOVE.... is a satirical black comedy or rather an ironic approach to decisions and information in the Cold War madness. The smart choice is the mother of all wisdom. It is loosely based on Peter George's novel ""Red Alert"".A crazy American general has ordered, due a bizarre reason, a nuclear attack on the Soviet Union. A bit absentminded captain has realized that a general has lost his mind. Meanwhile, a President meets with his top Pentagon advisors, including a passionate super-hawk general, who sees this as an opportunity to do something about Communism in general and Russians in particular. However, the Russians have an ""automatic"" response...This film loses all touch with the reality on the one side, and yet, it directly affects an image of a disturbed political reality on the other side. The irony stems from human stupidity, irresponsibility, suspicion and arrogance. Mr. Kubrick has created a satirical hopeless situation, through a conflict of mentality and a sense of patriotism, after which, a bizarre - moral winner rises. The highlight of satire is that world diplomacy rejects itself on multiple occasions.However, there is a lot of questions. Why give so much power in hands of a few people? One of them, I mean all, are mostly crazy. Why use energy resources to build nuclear weapons? Probably because we do not have better things to do. Is it wise to make fun of a defense system of the strongest force in the world? Of course it is, one day, we have to stop being afraid of each other.That's why this film is a satirical warning in an universal time, because we live in a time of a political satire with very serious consequences.I am thrilled with a fact that this film does not have a trace of cynicism. Of course, there is plenty of satire, sarcasm, irony, perhaps exaggerated caricature, but there is no cynicism. Mr. Kubrick, you're a genius! The characterization is excellent.Peter Sellers (Captain Lionel Mandrake, President Merkin Muffley and Dr. Strangelove, the wheelchair-using nuclear war expert and former Nazi) is simply awesome as a kind of voice of reason, incompetence and insanity at the same time. It is a strange kind of patriot, savior and avenger.Sterling Hayden (Brigadier General Jack D. Ripper) is a paranoid ultra-nationalist, who shows his madness through a serious facial expression.George C. Scott (General Buck Turgidson) is the personification of chauvinism. He expresses his anger and paranoia of communism in a very comical way.",,,,,,,,,,,,,,
53,Eternal Sunshine of the Spotless Mind," ""Eternal Sunshine of the Spotless Mind"" is a bizarre but wonderful movie, a very strange and remarkably tender experience.
",10,"""How happy is the blameless vestal's lot! The world forgetting, by the world forgot. Eternal sunshine of the spotless mind! Each pray'r accepted, and each wish resign'd."" - Alexander PopeMichel Gondry's ""Eternal Sunshine of the Spotless Mind"" is a bizarre but wonderful movie, a very strange and remarkably tender experience, which I suppose is only to be expected from screenwriter Charlie Kaufman, the man behind ""Being John Malkovich.""The film was produced by Focus Features (""Lost in Translation,"" ""21 Grams""), a company which strives to offer original, quality films to the true cinema lovers. If the company keeps producing films this good, they may become hugely successful in the future, if not already.The previews portrayed the movie as a bouncy, cheery comedy in the vein of ""Adaptation,"" the last film written for the big screen by Charlie Kaufman, when it is really a tender movie about love and romance. This is Jim Carrey's best performance to date, and may open the eyes of his prejudiced haters who have only imagined him as Ace Ventura and a certain cable guy for his entire career. No snippy quotes, outrageous humor or bizarre antics in ""Sunshine"" -- Carrey plays a true, realistic, three-dimensional character named Joel Barrish, who plans to have memories of his girlfriend, Clementine (Kate Winslet), erased by a new company called Lacuna, after he discovers that she herself has had the procedure performed only a week before. Joel meets with the company's founder, Dr. Howard Mierzwiak (Tom Wilkinson), and is informed that the procedure -- although ""technically"" brain damage -- is on par with a heavy night of drinking. ""Nothing you'll miss much,"" he is told, as he plunges into a bizarre world of long forgotten memories.The entire process of the operation is quite fascinating, really, if a bit reminiscent of an idea founded by none other than one of Kaufman's favorite writers, Philip K. Dick, who wrote the source short story for the Ah-nuld movie ""Total Recall."" All items relating to the person you want erased from your brain are assembled together, and the technicians at Lacuna (Mark Ruffalo and Elijah Wood) then ""map"" an outline of your memories, which are supposedly stemmed together. I have my doubts about the seriousness and remote possibility of such a procedure being performed, and the explanation is quite simply utter bull, but we don't care because the entire erasing of Joel's memories serves as a backdrop for a deeper meaning: If you could forget about past romances, would you really want to? And if so, would you be willing to sacrifice all the good ones, along with the bad ones?The conclusion that ""Sunshine"" arrives at is, to be totally truthful, as honest as can be. During the procedure, Joel's subconscious realizes that it doesn't want to let go of its memories of Clementine, and so begins a strange labyrinth of fragmented memories, constantly changing surroundings, and mental materializations of Clementine. The movie is like a very bizarre dream, when you're trying to interact with people, but they're not responding, and you shout and try to get their attention but they don't seem to notice. Joel's entire odyssey of the interior of his mind makes ""Being John Malkovich"" look normal -- but as I didn't like ""Malkovich"" very much, and thought its strangeness was unjustified, it fits perfectly in ""Sunshine"" -- there are some great special effects, such as when Joel is wandering through his own memories, drifting in and out of sleep, hearing the voices of the technicians erasing his memories and watching as objects and areas around him vanish and deconstruct. It's so bizarre but yet also so beautiful. Gondry was a former music video director (his complete works are available on DVD) and he is the perfect candidate for this project, having worked with Kaufman before on the 2001 flop ""Human Nature."" It seems that he has finally found a unique directing style that ties in perfectly with the underlying themes of the movie.There is a very deep message in ""Sunshine,"" and it is arguably Kaufman's deepest film to date. Love and romance and memories of both have rarely been examined as thought-provokingly and tenderly as they are in this wonderful motion picture. The movie has a very profound message that all viewers should pay attention to. There are many small intricacies in the film, surely picked up on more thoroughly on repeat viewings, and the entire construction of the movie is completely enthralling and intelligent. I saw two people leave the rather empty theater during the screening I attended. It tanked in the US and I predict it will do the same in the UK, which is a shame, because this is the smartest film of 2004 and has the most to say about our lives than any other film this year. While everyone flocks to see the new Denzel Washington action movie, ""Eternal Sunshine of the Spotless Mind"" is forgotten, which is quite depressing -- people would rather spend their money on forgettable entertainment than view something unique that has something important at its core.I think what the movie finally asks us after its long, emotional journey, is would we want our own memories erased? And if so, what would the consequences be? A lesser film might examine this idea poorly -- ""Sunshine"" is not. It is perfect in almost every conceivable way, and anyone who complains that it is not original must be joking -- in my entire lifetime, this is one of the most unique film experiences I have ever had.""Eternal Sunshine of the Spotless Mind"" is a beautiful movie, eloquently voiced by Gondry, firmly constructed and rooted in an eerie nightmarish fantasy land where anything is possible. It's beautiful, it's bizarre, it's exceptional, it's funny, it's lovely, it's touching, it's witty, and it's one of the best movies I have ever seen.",,,,,,,,,,,,,,
54,Fargo," Don't Forgo Fargo
",10,"Boy, is this a good movie. In its bare bones it is a crime drama but the Coen brothers constantly undercut the seriousness with a quirky irony. The acting, the script, and the direction lift the movie light years above most of the movies of its decade.The performances, for instance, everyone speaks with what passes for an upper Midwestern accent, a very pronounced accent, let's say. So when characters are doing wicked things on screen, it's rather like watching people dressed in clown suits do nasty things. It's utterly impossible to take it very seriously -- only just seriously enough for us to feel sorry for the victims and to disapprove of the bad guys, but no more than that.Everyone except the two killers are forced by their culture to speak and act cheerfully. They never swear either. ""You're darn tootin',"" they say. The casting couldn't be better, with Frances McDormand, Steve Buscemi, and Bill Macy outstanding.The script is likewise splendidly done. It's full of scenes that seem peripheral except that they add to our understanding of the characters and often lead to later payoffs. Without taking the space to describe them, I will simply mention the scene in the restaurant between MacDormand and her Japanese friend from high school. Why is it in there at all? (My God, those hotel restaurants are depressingly ugly.) Well -- among other things, such as establishing the kind of milieu these folks consider Ritzy, it tells us quite a bit about how MacDormand handles attempts to violate her inherent good nature. When the Japanese guy tries to sit next to her she tells him firmly that she'd prefer it if he sat across the table so that she can see him more easily. When he breaks down in tears she whispers that it's all okay. She is polite, a little distant without being unfriendly, completely practical, and absolutely iron bound in her values. Nobody is going to take advantage of or discompose this hyper pregnant babe. Further, this scene is a set up for a later one. After MacDormand learns that the Japanese guy has told her a gaggle of lies, she wakes up to the fact that, yes, people can tell untruths -- and she returns to interview Macy a second time. In another scene, when she's pressing one of the criminals during an interview, he excuses himself for a moment and she spots him taking off in his car. She exclaims, ""Oh, for Pete's sake, he's FLEEIN' THE INTERVIEW."" It's impossible to improve on a line like that, or on MacDormand's delivery of it.The third element of the film that makes it superior is the direction. The pauses come at the right times. A woman is sitting on her couch watching a soap opera on TV. Through the glass door of her apartment she sees a man approach. He's wearing a black ski mask and carrying a crowbar. He walks up to her door and shades his eyes while trying to peer inside. Now in an ordinary action movie, by this time the woman would be screeching and speeding down the hallway. Not here. The victim sits there staring at the intruder as he fiddles at the door, half horrified and half curious. ""Who is this guy? He's not the meter reader, is he?"" Coen the director has an eye for the suggestive picturesque too. Bill Macy has asked his father-in-law for a large loan for some sure-fire business proposition, but Dad offers him only a finder's fee. We see Macy's deflated face as his disappointment sets in. Cut. Now we're looking at a white screen punctuated by four or five bare trees equidistant from one another, and there is a tiny car in the middle of the whiteness. Then Macy's tiny figure trudges into the bottom of the shot and we realize we're looking at a snow-filled parking lot with only one ordinary-sized car in the center of it.Wintery weather plays an important part in the movie. People die in it, drive off the road because of it, stand shivering in it. Two freezing people are conversing on the street while one shovels snow. The shoveler stops, gazes up at the sky, and remarks that it ""ought to be really cold tomorrow."" Cars and ambulances tend to drive in and out of white outs during blizzards and blowing snow. MacDormand is driving her murdering prisoner through a niveous white landscape in which nothing much is visible and she is mildly remonstrating with him, saying something like, ""Why did you do it, for a little bit of money? It's a perfect day, and here you are."" (A perfect day!) There are seven murders in this movie. Only three take place on screen. The others either take place off screen or else the director has the good sense to cut at the moment the gun fires or the ax blade lands.""Fargo"" is one of perhaps half a dozen movies from the 1990s that I would consider buying on DVD. It's an original and refreshingly adult picture. Don't miss it.",,,,,,,,,,,,,,
55,Fight Club," A great movie you can watch again and again
",10,Because you'll probably be confused the first time around. It's not a coincidence it stars some of the greatest actors of our time.,,,,,,,,,,,,,,
56,Finding Nemo," Yes, it's THAT good !!
",8,"I'll be totally honest and confirm to you that everything what they say about this movie is true. It's a brilliantly animated masterpiece with lots of humor that actually works and a plot that really brings tears to your eyes from time to time. The modern artists of Pixar never cease to amaze the audience in expanding their horizons. Finding Nemo is visually stunning and you can have nothing but respect for the people who created it.
I was more or less skeptic about watching it, because it was so overhyped ! Two days before it got released in my country, the TV and press loudly announced that the DVD broke all records in the USA during its first release-day. That's usually a sign of being typically mainstream and fake...but Finding Nemo is not. I'm allergic to fake sentiment and pathetic feel-good movies but I was really touched by this one. The moral and valuable life lessons are always present, but they're not shoved down your throat or thrown in your face all the time. This movie really relativates itself and that's important for a good comedy. And it's hilarious !!! Every side character in Finding Nemo (and there are a LOT of them) is exceptional and worth a mention. And the voices are cast perfectly as well...like the voice of Willem Dafoe for Gill, for example...a perfect choice. The character of Dory ( speaks through the voice of Ellen DeGeneres ) steals the show. She's an adorable blue fish who suffers from amnesia. She forgets what she's doing or going to every five minutes and that really leads to hilarious situations. Movies like this aren't just being made for children exclusive... They're good for everyone to realize you have to entertain yourself from time to time and just to enjoy the little things in life. I recommend this to everyone in the world. No matter if you're 9 or 99 years old, Finding Nemo will bring a smile on your face and leave behind a warm feeling in your heart.",,,,,,,,,,,,,,
57,For a Few Dollars More," Lee Van Cleef outstanding
",9,"Col. Douglas Mortimer (Lee Van Cleef) and Monco (Clint Eastwood) are both bounty hunters. They're both after the bank robber El Indio (Gian Maria Volonté) for his bounty. They decide to join forces to bring El Indio and his gang of robbers down.Lee Van Cleef makes this a superior spaghetti western. He's not only as good as Clint. In many ways, he plays a superior character. His character has secrets. He has mysteries. Clint is playing a much more simpler character. For me, this is superior to 'A Fistful of Dollars' in the trilogy. The story is more iconic, cleaner. The characters have more depth.",,,,,,,,,,,,,,
58,Ford v Ferrari," special
",,"I love Christian Bale. For each of his roles. But , in this case, I adore him. Because he is real great. Because the""chemistry "" between him and Matt Damon is perfect. But the film gives more . An admirable portrait of Enzo Ferrari by Remo Girone,fine job of Noah Jupe , Tracy Letts proposing a great Henry Ford II and each scene being admirable crafted. A film about race, family and passion. A special one, in high measure, in profound sense.",,,,,,,,,,,,,,
59,Forrest Gump," Let's see the world through the eyes of Forrest Gump
",10,"""I've made about 20 films and 5 of them are pretty good""-Tom Hanks.""Forrest Gump"" is one of the best movies of all time, guaranteed. I really just love this movie and it has such a special place in my heart. The performances are just so unforgettable and never get out of your head. The characters, I mean the actors turned into them and that's what got to me. The lines are so memorable, touching, and sometimes hilarious.We have Forrest Gump(Tom Hanks), not the sharpest tool in the box, his I.Q. is right below the average scores. But his mama(Sally Field) believes that her boy has the same opportunities as anyone else and lets Forrest know that there's nothing that could hold him back. As a boy he is put into braces for his legs since he has a crooked back and really doesn't have too many friends. When he gets on a school bus for his first day of school, NO ONE will let him sit next to them. This scene is so heart breaking until you hear a little angel's voice ""You can sit here if you want"". Jenny, Forrest's best friend and crush, she looks so incredibly innocent and you love her because her and Forrest are like pea's and carrots. But we find out that there is an extremely unfortunate side to her life, she has a father that's ""always kissing and touching her and her sisters"". Forrest just assumes that it's a father's love since he doesn't have a dad that could show him that it's wrong.Forrest and Jenny together walk every day from school and when these kids start throwing rocks at Forrest calling him stupid, Jenny just tells Forrest ""Run, Forrest! Run!"". He miraculously breaks the braces off his legs and run like the wind blows. Forrest meets many celebrities from his life that just happened to be there: Elvis Presley visited his house before hitting it big, President Kennedy honored him with a all American football award, President Johnson who honored him with a medal of honor for his actions in Vietnam, President Nixon(in which Forrest happens to discover a problem in the Water Gate Hotel because some people seem to be flashing lights around), and John Lennon through a talk show to talk about his medal of honor.Forrest meets some interesting people along the way too that are even better than these celebrities combined; Bubba his Vietnam war friend who dreams of owning a shrimp boat one day and was born with big gums. He is just so wonderful and charming and won't stop talking about shrimp. Luteniet Dan, a leader of Forrest's army in Vietnam who gets saved by Forrest during a huge attack and looses his legs as a result. Luteniet Dan was by far my favorite character, he has so much pride and wants to die in Vietnam due to his family history tradition of dying in every single American war. He and Forrest make quite a pair. And of course there's Jenny, a very tragic figure, she gets more mean as she grows up because she knows that Forrest loves her, in some ways you can't blame her really. She was obviously abused and I think she felt that Forrest was too good for her or that he couldn't really give her the love she wanted. Robin Wright, what a beautiful and wonderful actress.This movie is incredible and should be seen by everyone. I am not kidding, ""Forrest Gump"" is a remarkable movie and inspires everyone. It's not just about someone stupid who happens to be in great places and historic events just because of being in the right place at the right time. This story is beautiful and will inspire everyone to go the distance and see the world like Forrest did and will never give up on their dreams.10/10",,,,,,,,,,,,,,
60,Full Metal Jacket," Paint It Black
",10,"""With flowers and my love both never to come back ... It's not easy facing up when your whole world is black"". So sings the man whose throbbing song marks the film's end, merciless lyrics to describe thematically a story that is as wrenching as it is mesmerizing.There are no villains in this film, only heroic victims. The villains are all off-screen, comfy behind mahogany desks, or dressed for success and giving shrill speeches about how maintaining peace requires war. Strange logic.First it's boot camp, a dreary prospect at best, for an ordinary group of young American men. Here, a sadistic drill Sargent, in colorful language, barks out orders and insults straight from Hades. It's do or die, almost literally, for our greenhorns. It's an ordeal of blackness from which some may never recover. Still, the grunts learn a valuable lesson; namely, that life is mostly physical, not mental. It's a lesson some ivory tower college professors never learn.But then it's on to an even blacker black ... Vietnam. Combat scenes are rendered believable by effective visuals and terrific sound effects: pounding percussion, amplified sounds of equipment and footsteps across explosive debris, and an always present, ever-so-subtle ... echo. Potent and torturous, these scenes convey a Zen-like immediacy, an impending sense of doom. And then at film's end, those lyrics ...Composed of two, barely overlapping, parts, the script's structure is a bit unorthodox. But the film works, owing to an intensity that never lets up. R. Lee Ermey is of course terrific as the harsh drillmaster. Casting of the young lions is okay, though a tad weak in one or two cases. Insertion of pop songs of the era works well, to amplify the cultural disconnect between a war-torn Vietnam and an indifferent America.Like reading a history book, watching an occasional war movie is good for the soul. It puts one's problems in perspective. For that reason, this particular war movie is better than most. It's riveting, intense. And the sense of impending blackness hovers ever present over the story's heroic victims, like the sword of Damocles.",,,,,,,,,,,,,,
61,Gandhi," Took nearly twenty years to make - not a single minute was wasted
",9,"Here indeed is one of the great films of the 20th Century about one of the greatest men of the 20th Century. Ben Kingsley's interpretation of the Mahatma must go down in history as one of the most perfect cinema rôles ever carried out. Throughout the long film you forget you are watching an actor playing the part of a great man in history: you are watching the real Gandhi. A gigantic performance indeed. Richard Attenborough's patient and perfect directing added all the superlatives possible to make a crowning achievement, transporting  biographic films into another dimension.It is all there: from the most intimate and poignant portrait to the incredible crowd scenes, beautifully captured in the most painstaking photography. You do not just watch the scenes unfold  you live them, you feel them, so captivating they are; and Ravi Shankar's music tugs at you, spellbinds you, forces you into sympathy, admiration and so many other feelings. Enthralling: how such a cinematographic work of art can reach such proportions is truly amazing; this film is nothing less than a miracle. During 1971 I travelled a good bit around India; I constantly had to apologise to energetic Indians who approached me on the subject of the British Raj. I had not even been born. But as a young and unappointed ambassador, I felt it my duty to bow my head in that country which is a microcosm of the whole planet. Thanks to this film, `Gandhi', Attenborough and Kingsley have said just about all there was to say.< For men may come and men may go, but Gandhi goes on forever >",,,,,,,,,,,,,,
62,Gladiator," They said you were a giant. They said you can crush a man's skull with one hand.
",10,"Ridley Scott's Gladiator is not a perfect film, I would think that the hardiest of fans, of which I'm firmly one, know this deep down. Yet just like Commodus in the film is keen to point out that he himself has other virtues that are worthy, so does Gladiator the film. Enough in fact to make it an everlasting favourite of genre fans and worthy of the Academy Award acknowledgements it received.In narrative terms the plot and story arc is simplicity supreme, something Scott and Russell Crowe have never shied away from. There has to my knowledge as well, never been a denial of the debt Gladiator owes to Anthony Mann's 1964 Epic, The Fall of the Roman Empire. Some folk seem very irritated by this, which is strange because the makers of Gladiator were not standing up bold as brass to proclaim they were unique with their movie, what they did do was reinvigorate a stagnant genre of film for a new generational audience. And it bloody worked, the influence and interest in all things Roman or historically swashbuckling of film that followed post Gladiator's success is there for all to see.What we do in life echoes in eternity.So no originality in story, then. While some of the CGI is hardly ""Grade A"" stuff, and there's a little over - mugging acting in support ranks as some of the cast struggle to grasp the period setting required, yet the way Gladiator can make the emotionally committed feel - overrides film making irks. Crowe's Maximus is the man men want to be and the man women want to be with. As he runs through the gamut of life's pains and emotionally fortified trials and tribulations, we are with him every step of the way, urging him towards his day of revenge splattered destiny; with Crowe superb in every pained frame, winning the Academy Award for Best Actor that he should have won for The Insider the previous year.Backing Crowe up is Joaquin Phoenix giving Commodus preening villainy and Connie Nielsen graceful as Lucilla (pitch Nielsen's turn here against that of Diane Kruger's in Troy to see the class difference for historical period playing). Oliver Reed, leaving the mortal coil but leaving behind a spicy two fold performance as Proximo the Gladiator task master. Olly superb in both body and CGI soul. Richard Harris tugging the heart strings, Derek Jacobi classy, David Hemmings also, while Djimon Hounso gives Juba - Maximus right hand man and confidante - a level of character gravitas that's inspiring.I didn't know man could build such things.Dialogue is literate and poetic, resplendent with iconic speeches. Action is never far away, but never at the expense of wrought human characterisations. The flaming arrows and blood letting of the Germania conflict kicks things off with pulse raising clarity, and Scott and his team never sag from this standard. The gladiator arena fights are edge of the seat inducing, the recreation for the Battle of Carthage a stunning piece of action sequence construction. And then the finale, the culmination of two men's destinies, no soft soaping from Scott and Crowe, it lands in the heart with a resounding thunderclap. A great swords and sandals movie that tipped its helmet to past masters whilst simultaneously bringing the genre alive again. Bravo Maximus Decimus Meridius. 10/10",,,,,,,,,,,,,,
63,Gone Girl," What a crime thriller should be
",8,"I like it when a movie can keep me guessing until the end, and Gone Girl just did that. Most of the time I didn't know where this film was going, and each new twist and turn was a surprise. You can't help but get pulled into the story. The actors all gave excellent performances, as well. I don't think I'll ever be able to look at some of them the same way again. This movie is what a crime thriller should be.",,,,,,,,,,,,,,
